Year,m,d,Time,Time zone,Precipitation amount (mm),Air temperature (degC),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2023,1,30,00:00,UTC,0.8,-1.3,138,6.5,3.3
2023,1,30,01:00,UTC,1.4,-1.3,140,6.2,2.8
2023,1,30,02:00,UTC,1.8,-1.2,135,5,2.8
2023,1,30,03:00,UTC,1.2,-1.1,137,4.3,2.3
2023,1,30,04:00,UTC,0.1,-1,144,4.2,2
2023,1,30,05:00,UTC,0.4,-0.7,139,3.2,1.8
2023,1,30,06:00,UTC,0,-0.3,140,3.5,1.7
2023,1,30,07:00,UTC,0.2,0,144,2.9,1.7
2023,1,30,08:00,UTC,0.1,0,149,2.6,1.4
2023,1,30,09:00,UTC,0.1,0.2,100,1.5,0.7
2023,1,30,10:00,UTC,0,0.4,109,1.9,0.8
2023,1,30,11:00,UTC,0.2,0.6,75,1.2,0.7
2023,1,30,12:00,UTC,0.1,0.4,39,1.2,0.7
2023,1,30,13:00,UTC,0,0.2,8,2.7,1.2
2023,1,30,14:00,UTC,0.2,0.2,13,2.9,1.6
2023,1,30,15:00,UTC,0.1,0.1,351,5.6,2.9
2023,1,30,16:00,UTC,0.1,-0.3,351,6.2,3
2023,1,30,17:00,UTC,0.2,-0.9,348,6.9,3.6
2023,1,30,18:00,UTC,0.1,-1.5,350,6.9,3.4
2023,1,30,19:00,UTC,0.3,-2.2,342,6.8,4
2023,1,30,20:00,UTC,0.7,-2.6,339,10,4.1
2023,1,30,21:00,UTC,0.3,-3.1,340,7.8,3.9
2023,1,30,22:00,UTC,0.1,-3.6,342,8,4
2023,1,30,23:00,UTC,0.3,-4.1,332,8.7,4.7
2023,1,31,00:00,UTC,0.4,-5.4,332,9.8,4.7
2023,1,31,01:00,UTC,0.1,-6.5,331,10.2,5.2
2023,1,31,02:00,UTC,0,-7,332,8.6,4.3
2023,1,31,03:00,UTC,0,-7.1,335,9.4,4.5
2023,1,31,04:00,UTC,0,-6.5,344,8.6,4.1
2023,1,31,05:00,UTC,0,-5.1,334,7.7,3.9
2023,1,31,06:00,UTC,0,-4.2,338,7.5,3.9
2023,1,31,07:00,UTC,0,-4.2,322,6.5,3.4
2023,1,31,08:00,UTC,0,-4.4,317,7.6,4.2
2023,1,31,09:00,UTC,0,-3,327,8.3,4.3
2023,1,31,10:00,UTC,0,-3,318,6.8,3.2
2023,1,31,11:00,UTC,0,-2.8,311,6.6,3.9
2023,1,31,12:00,UTC,0,-2.5,302,5.1,3.3
2023,1,31,13:00,UTC,0,-2.9,335,3.4,1.7
2023,1,31,14:00,UTC,0,-3.6,298,3.8,2.3
2023,1,31,15:00,UTC,0,-4.1,284,4,2.2
2023,1,31,16:00,UTC,0,-4.7,247,3.6,1.8
2023,1,31,17:00,UTC,0,-5.3,251,2.1,1.3
2023,1,31,18:00,UTC,0,-5.6,259,2.6,1.5
2023,1,31,19:00,UTC,0,-5.7,237,2,1
2023,1,31,20:00,UTC,0,-8,226,2,1.1
2023,1,31,21:00,UTC,0,-10.9,227,2.2,0.9
2023,1,31,22:00,UTC,0,-11.2,205,2.3,1.6
2023,1,31,23:00,UTC,0,-12.9,203,1.7,1.2
2023,2,1,00:00,UTC,0,-11.8,183,2.6,1.7
